start_station_name,member_casual,number_of_rides,average_duration
Michigan Ave & Washington St,casual,13520,41.76831607495069
Michigan Ave & Washington St,member,10448,13.090219818785094
Mies van der Rohe Way & Chestnut St,casual,7769,34.830898442527996
Mies van der Rohe Way & Chestnut St,member,10226,14.937834930569139
Mies van der Rohe Way & Chicago Ave,casual,5998,34.385181171501614
Mies van der Rohe Way & Chicago Ave,member,10215,14.954663077174091
Millard Ave & 26th St,casual,167,19.607285429141715
Millard Ave & 26th St,member,66,18.82676767676767
Millennium Park,casual,31801,44.84070469482092
Millennium Park,member,8108,17.436860713698405
Milwaukee Ave & Cuyler Ave,casual,272,46.04877450980394
Milwaukee Ave & Cuyler Ave,member,380,21.464166666666667
Milwaukee Ave & Fullerton Ave,casual,43,16.508527131782948
Milwaukee Ave & Fullerton Ave,member,51,11.106862745098042
Milwaukee Ave & Grand Ave,casual,7652,18.98087645931347
Milwaukee Ave & Grand Ave,member,10668,11.30581958505187
Milwaukee Ave & Rockwell St,casual,2030,22.67665845648604
Milwaukee Ave & Rockwell St,member,2388,17.37567001675042
Milwaukee Ave & Wabansia Ave,casual,5143,24.432140773867395
Milwaukee Ave & Wabansia Ave,member,7380,13.210415537488707
MLK Jr Dr & 29th St,casual,1584,37.34208754208754
MLK Jr Dr & 29th St,member,5910,11.66748730964467
MLK Jr Dr & 47th St,casual,605,42.77162534435261
MLK Jr Dr & 47th St,member,189,25.185449735449733
MLK Jr Dr & 56th St,casual,237,26.629254571026724
MLK Jr Dr & 56th St,member,146,14.10810502283105
MLK Jr Dr & 63rd St,casual,183,25.979690346083785
MLK Jr Dr & 63rd St,member,121,15.692424242424243
MLK Jr Dr & 83rd St,casual,47,43.48120567375887
MLK Jr Dr & 83rd St,member,16,30.97291666666667
MLK Jr Dr & Pershing Rd,casual,682,37.54120234604105
MLK Jr Dr & Pershing Rd,member,500,15.295366666666668
Monticello Ave & Chicago Ave,casual,7,33.79761904761904
Monticello Ave & Chicago Ave,member,4,13.616666666666665
Monticello Ave & Irving Park Rd,casual,625,31.754560000000005
Monticello Ave & Irving Park Rd,member,491,16.597284453496265
Montrose Harbor,casual,11246,39.344598079317095
Montrose Harbor,member,7858,22.189365402562146
Morgan Ave & 14th Pl,casual,1032,24.386208010335917
Morgan Ave & 14th Pl,member,3682,13.05957360130364
Morgan St & 18th St,casual,1991,26.330311401305877
Morgan St & 18th St,member,2562,13.755139214155607
Morgan St & 31st St,casual,1141,27.21254747297692
Morgan St & 31st St,member,2053,16.43455106348433
Morgan St & Lake St,casual,8603,22.542707970087953
Morgan St & Lake St,member,10253,13.132959459020125
Morgan St & Pershing Rd,casual,93,20.684050179211475
Morgan St & Pershing Rd,member,94,11.919503546099287
Morgan St & Polk St,casual,1745,20.135969436485194
Morgan St & Polk St,member,8271,10.057556522790472
Mozart St & Jackson Blvd,casual,2,43.96666666666665
Mozart St & Jackson Blvd,member,7,7.190476190476196
Mulligan Ave & Wellington Ave,casual,36,23.99490740740739
Mulligan Ave & Wellington Ave,member,20,14.619999999999992
Museum of Science and Industry,casual,3294,50.365143695608175
Museum of Science and Industry,member,1812,24.252786975717438
N Carpenter St & W Lake St,casual,81,13.324897119341564
N Carpenter St & W Lake St,member,170,11.683039215686275
N Clark St & W Elm St,casual,3,6.194444444444443
N Clark St & W Elm St,member,7,9.321428571428571
N Damen Ave & W Chicago Ave,casual,5,17.586666666666655
N Damen Ave & W Chicago Ave,member,6,9.122222222222229
N Green St & W Lake St,casual,891,18.034848484848485
N Green St & W Lake St,member,932,11.650786838340485
N Hampden Ct & W Diversey Ave,member,1,16.1
N Paulina St & Lincoln Ave,casual,50,20.097999999999992
N Paulina St & Lincoln Ave,member,66,9.246969696969694
N Sheffield Ave & W Wellington Ave,casual,282,13.509692671394802
N Sheffield Ave & W Wellington Ave,member,227,10.520190895741557
N Shore Channel Trail & Argyle Ave,member,1,26.4333333333333
N Southport Ave & W Newport Ave,casual,173,12.761753371868979
N Southport Ave & W Newport Ave,member,143,10.557109557109557
Narragansett & Irving Park,casual,27,33.760493827160495
Narragansett & Irving Park,member,5,18.843333333333327
Narragansett & McLean,casual,13,18.96282051282052
Narragansett & McLean,member,3,8.30000000000001
Narragansett & Wrightwood,casual,43,27.733333333333327
Narragansett & Wrightwood,member,15,25.6
Narragansett Ave & School St,casual,29,35.47701149425286
Narragansett Ave & School St,member,13,29.28461538461536
New St & Illinois St,casual,14547,34.63227813294837
New St & Illinois St,member,11080,15.072445848375452
Noble St & Milwaukee Ave,casual,3303,20.27518922191947
Noble St & Milwaukee Ave,member,5775,13.307111111111112
Nordica & Medill,casual,29,44.94367816091953
Nordica & Medill,member,25,21.40466666666667
Normal Ave & Archer Ave,casual,315,28.118095238095247
Normal Ave & Archer Ave,member,853,12.856565064478312
North Ave & New England Ave,casual,13,17.980769230769226
North Ave & New England Ave,member,8,13.427083333333337
Oak Park & Wellington,casual,50,31.471666666666668
Oak Park & Wellington,member,16,20.253125
Oakley Ave & Irving Park Rd,casual,955,26.556125654450256
Oakley Ave & Irving Park Rd,member,1204,16.34576411960133
Oakley Ave & Touhy Ave,casual,285,25.803157894736845
Oakley Ave & Touhy Ave,member,219,14.084246575342467
Ogden Ave & Chicago Ave,casual,4788,21.020140629351154
Ogden Ave & Chicago Ave,member,6153,11.753394008342813
Ogden Ave & Congress Pkwy,casual,661,22.8600857286939
Ogden Ave & Congress Pkwy,member,2023,14.598846597462515
Ogden Ave & Race Ave,casual,3325,19.46615037593985
Ogden Ave & Race Ave,member,7034,12.844628471234953
Ogden Ave & Roosevelt Rd,casual,611,24.92804146208401
Ogden Ave & Roosevelt Rd,member,855,14.6375828460039
Oglesby Ave & 100th St,casual,81,45.758641975308635
Oglesby Ave & 100th St,member,13,8.224358974358982
Oketo Ave & Addison St,casual,36,32.56203703703702
Olive Harvey College,casual,1,38.5666666666667
Orange & Addison,casual,30,29.15111111111111
Orange & Addison,member,3,11.238888888888876
Orleans St & Chestnut St (NEXT Apts),casual,4494,18.602032339415516
Orleans St & Chestnut St (NEXT Apts),member,6685,9.789097481924706
Orleans St & Elm St,casual,2248,19.424762752075917
Orleans St & Elm St,member,3334,11.111462707458507
Orleans St & Hubbard St,casual,3229,19.577505935790235
Orleans St & Hubbard St,member,6665,9.714856214053514
Orleans St & Merchandise Mart Plaza,casual,6276,18.113416188655197
Orleans St & Merchandise Mart Plaza,member,12208,10.541549257317605
Panama Ave & Grace St,casual,14,60.21666666666668
Parkside Ave & Armitage Ave,casual,12,37.783333333333324
Paulina Ave & North Ave,casual,4261,20.73383790972385
Paulina Ave & North Ave,member,5268,14.528299797519615
Paulina St & 18th St,casual,1637,25.71534310731012
Paulina St & 18th St,member,2236,15.701811270125223
Paulina St & Flournoy St,casual,1837,18.481174015605152
Paulina St & Flournoy St,member,8140,14.111179361179362
Paulina St & Howard St,casual,787,28.322024565861923
Paulina St & Howard St,member,1185,11.256582278481012
Paulina St & Montrose Ave,casual,1140,23.570365497076025
Paulina St & Montrose Ave,member,2020,12.708110561056106
Peoria St & Jackson Blvd,casual,4962,23.101907832863095
Peoria St & Jackson Blvd,member,9986,11.604961946725416
Perry Ave & 69th St,casual,149,36.12762863534676
Perry Ave & 69th St,member,31,12.606989247311823
Phillips Ave & 79th St,casual,184,68.33668478260867
Phillips Ave & 79th St,member,90,26.97185185185185
Phillips Ave & 83rd St,casual,79,52.464767932489444
Phillips Ave & 83rd St,member,10,40.17666666666663
Pine Grove Ave & Irving Park Rd,casual,5901,28.26783313562673
Pine Grove Ave & Irving Park Rd,member,8215,13.550139987827146
Pine Grove Ave & Waveland Ave,casual,7959,28.758269464338067
Pine Grove Ave & Waveland Ave,member,11488,15.17114670380687
Ping Tom Park (East),casual,6,8.13055555555555
Ping Tom Park (East),member,9,13.879629629629633
Plainfield & Irving Park,casual,41,46.9780487804878
Plainfield & Irving Park,member,1,27.3166666666667
Prairie Ave & 43rd St,casual,618,34.99846278317152
Prairie Ave & 43rd St,member,304,14.077357456140353
Prairie Ave & Garfield Blvd,casual,582,32.47671821305841
Prairie Ave & Garfield Blvd,member,515,10.503754045307446
Princeton Ave & 47th St,casual,251,19.42855245683931
Princeton Ave & 47th St,member,113,11.665486725663717
Princeton Ave & Garfield Blvd,casual,191,23.311518324607338
Princeton Ave & Garfield Blvd,member,112,14.461755952380953
Prospect Sq & 91st St,casual,167,44.159181636726544
Prospect Sq & 91st St,member,41,28.95853658536585
Pulaski & Ann Lurie Pl,casual,4,15.958333333333343
Pulaski & Ann Lurie Pl,member,1,7.45
Pulaski Rd & 21st St,casual,17,15.463725490196063
Pulaski Rd & 21st St,member,5,9.84666666666666
Pulaski Rd & 51st St,casual,13,14.279487179487186
Pulaski Rd & 51st St,member,5,17.29000000000001
Pulaski Rd & 60th St,casual,2,20.38333333333335
Pulaski Rd & 60th St,member,4,69.07916666666658
Pulaski Rd & Congress Pkwy,casual,112,45.06934523809524
Pulaski Rd & Congress Pkwy,member,12,26.086111111111105
Pulaski Rd & Eddy St (Temp),casual,285,37.1991812865497
Pulaski Rd & Eddy St (Temp),member,155,18.949139784946237
Pulaski Rd & Lake St,casual,112,40.02693452380954
Pulaski Rd & Lake St,member,75,20.239555555555555
Racine Ave & 13th St,casual,617,30.536358725013507
Racine Ave & 13th St,member,516,11.518152454780363
Racine Ave & 15th St,casual,1178,21.514841539332203
Racine Ave & 15th St,member,1720,13.869147286821706
Racine Ave & 18th St,casual,2652,26.5585407239819
Racine Ave & 18th St,member,4286,13.597351843210452
Racine Ave & 35th St,casual,468,24.550356125356124
Racine Ave & 35th St,member,563,16.078271166370634
Racine Ave & 61st St,casual,26,41.278846153846146
Racine Ave & 61st St,member,13,34.93333333333333
Racine Ave & 65th St,casual,35,143.10999999999999
Racine Ave & 65th St,member,8,15.856249999999989
Racine Ave & Belmont Ave,casual,6922,18.34747905229702
Racine Ave & Belmont Ave,member,7227,12.489716802730502
Racine Ave & Congress Pkwy,casual,1406,21.59140587956377
Racine Ave & Congress Pkwy,member,3928,10.997352342158859
Racine Ave & Fullerton Ave,casual,4672,18.16525399543379
Racine Ave & Fullerton Ave,member,9816,11.457226297201847
Racine Ave & Garfield Blvd,casual,91,35.517032967032975
Racine Ave & Garfield Blvd,member,16,17.133333333333347
Racine Ave & Randolph St,casual,2122,20.886757775683318
Racine Ave & Randolph St,member,3092,11.783074601121173
Racine Ave & Washington Blvd,casual,1937,20.032257786955775
Racine Ave & Washington Blvd,member,3173,12.266845256854712
Racine Ave & Wrightwood Ave,casual,3198,17.912539086929335
Racine Ave & Wrightwood Ave,member,5234,10.456642465927906
Rainbow Beach,casual,191,58.3674520069808
Rainbow Beach,member,63,31.2489417989418
Ravenswood Ave & Berteau Ave,casual,969,25.953216374268997
Ravenswood Ave & Berteau Ave,member,2498,12.631104883907126
Ravenswood Ave & Irving Park Rd,casual,1692,23.09009062253743
Ravenswood Ave & Irving Park Rd,member,3645,15.02992226794696
Ravenswood Ave & Lawrence Ave,casual,3947,21.520099653745458
Ravenswood Ave & Lawrence Ave,member,7748,11.486493288590605
Rhodes Ave & 32nd St,casual,1186,45.378752107925806
Rhodes Ave & 32nd St,member,2872,13.47172121634169
Rhodes Ave & 71st St,casual,64,53.581250000000004
Rhodes Ave & 71st St,member,7,24.57619047619046
Richmond St & 59th St,casual,14,54.049999999999926
Richmond St & 59th St,member,1,9.3
Richmond St & Diversey Ave,casual,1032,24.647577519379844
Richmond St & Diversey Ave,member,928,17.190840517241377
Richmond St & Lincoln Ave,casual,2,28.3166666666667
Richmond St & Lincoln Ave,member,9,13.379629629629644
Ridge Blvd & Howard St,casual,277,27.530264741275573
Ridge Blvd & Howard St,member,443,8.079721595184349
Ridge Blvd & Touhy Ave,casual,324,22.89521604938272
Ridge Blvd & Touhy Ave,member,306,12.405936819172112
Ritchie Ct & Banks St,casual,6314,25.034098828001266
Ritchie Ct & Banks St,member,7475,15.304898550724637
Rockwell St & 57th St,casual,19,19.872807017543863
Rockwell St & Archer Ave,casual,16,16.381249999999998
Rockwell St & Archer Ave,member,8,23.485416666666673
Rockwell St & Cermak Rd,casual,15,13.24777777777778
Rockwell St & Cermak Rd,member,4,8.12500000000001
Rockwell St & Eastwood Ave,casual,664,27.904417670682733
Rockwell St & Eastwood Ave,member,1973,14.622039195810103
Rockwell St & Fletcher St,casual,27,15.209259259259257
Rockwell St & Fletcher St,member,20,12.225000000000005
Roscoe & Harlem,casual,11,48.830303030303
Roscoe & Harlem,member,9,15.718518518518522
Rush St & Cedar St,casual,9003,27.15702543596579
Rush St & Cedar St,member,10889,13.865335047601555
Rush St & Hubbard St,casual,4285,33.42123687281214
Rush St & Hubbard St,member,5418,12.853377630121816
Rush St & Superior St,casual,8532,30.37980543834974
Rush St & Superior St,member,10946,12.943279127839698
S Aberdeen St & W 106th St,casual,7,47.88095238095239
S Aberdeen St & W 106th St,member,4,29.095833333333324
S Michigan Ave & E 118th St,casual,3,38.18333333333333
S Michigan Ave & E 118th St,member,2,14.96666666666665
S Wentworth Ave & W 111th St,casual,4,13.395833333333343
Sacramento Ave & 25th St,member,3,7.5722222222222335
Sacramento Ave & Pershing Rd,casual,15,19.977777777777778
Sacramento Ave & Pershing Rd,member,4,20.94166666666666
Sacramento Blvd & Addison St,casual,5,10.466666666666672
Sacramento Blvd & Addison St,member,7,9.27857142857144
Sacramento Blvd & Franklin Blvd,casual,134,29.400621890547267
Sacramento Blvd & Franklin Blvd,member,222,17.410585585585583
Sacramento Blvd & Fulton Ave,casual,4,27.033333333333342
Sacramento Blvd & Fulton Ave,member,3,14.466666666666667
Sacramento Blvd & Polk St,member,1,13.6166666666667
Sangamon St & Washington Blvd,casual,3996,20.052081247914582
Sangamon St & Washington Blvd,member,6127,12.00886513247375
Sawyer Ave & Irving Park Rd,casual,534,29.83277153558053
Sawyer Ave & Irving Park Rd,member,428,15.870950155763241
Sayre & Diversey,casual,29,26.080459770114945
Sayre & Diversey,member,6,28.577777777777776
Sedgwick St & Huron St,casual,4064,18.699110072178478
Sedgwick St & Huron St,member,9425,10.610631299734749
Sedgwick St & North Ave,casual,7609,21.003090638279232
Sedgwick St & North Ave,member,8923,11.445717060779259
Sedgwick St & Schiller St,casual,2587,20.46910191985569
Sedgwick St & Schiller St,member,3138,12.473937752283833
Sedgwick St & Webster Ave,casual,6582,21.15026587663324
Sedgwick St & Webster Ave,member,8894,13.077762161756988
Seeley Ave & Garfield Blvd,casual,40,44.273333333333326
Seeley Ave & Garfield Blvd,member,23,18.253623188405808
Seeley Ave & Roscoe St,casual,2415,21.78182884748102
Seeley Ave & Roscoe St,member,3009,15.55427606070677
Shedd Aquarium,casual,22278,35.47273468593829
Shedd Aquarium,member,4735,20.83094684970081
Sheffield Ave & Fullerton Ave,casual,6534,18.139697479848994
Sheffield Ave & Fullerton Ave,member,11248,9.45231004030346
Sheffield Ave & Kingsbury St,casual,4751,18.2522942538413
Sheffield Ave & Kingsbury St,member,9128,11.723338445807771
Sheffield Ave & Waveland Ave,casual,9980,25.297005678022714
Sheffield Ave & Waveland Ave,member,8904,13.161872941000299
Sheffield Ave & Webster Ave,casual,7495,18.937963086502112
Sheffield Ave & Webster Ave,member,9419,11.534124287787098
Sheffield Ave & Wellington Ave,casual,7511,18.86654906137665
Sheffield Ave & Wellington Ave,member,10128,12.421226632438126
Sheffield Ave & Willow St,casual,4645,17.720997488338718
Sheffield Ave & Willow St,member,8713,11.245965798232525
Sheffield Ave & Wrightwood Ave,casual,7748,18.52285320943039
Sheffield Ave & Wrightwood Ave,member,8133,11.501579982786179
Sheridan Rd & Buena Ave,casual,3182,21.27568091347161
Sheridan Rd & Buena Ave,member,5540,12.438360409145607
Sheridan Rd & Columbia Ave,casual,1368,37.94822124756335
Sheridan Rd & Columbia Ave,member,2400,15.634090277777778
Sheridan Rd & Greenleaf Ave,casual,1067,36.935207747578886
Sheridan Rd & Greenleaf Ave,member,1136,19.744718309859156
Sheridan Rd & Irving Park Rd,casual,5428,21.254436870547778
Sheridan Rd & Irving Park Rd,member,8627,11.152426490475639
Sheridan Rd & Lawrence Ave,casual,2296,28.58433507549361
Sheridan Rd & Lawrence Ave,member,3687,13.338070698851823
Sheridan Rd & Loyola Ave,casual,2143,44.33709752683154
Sheridan Rd & Loyola Ave,member,2362,15.473525261078183
Sheridan Rd & Montrose Ave,casual,5658,22.05662189230588
Sheridan Rd & Montrose Ave,member,8909,12.597244359636322
Sheridan Rd & Noyes St (NU),casual,2506,32.564864325618515
Sheridan Rd & Noyes St (NU),member,2692,15.636218424962852
Shields Ave & 28th Pl,casual,602,24.353128460686595
Shields Ave & 28th Pl,member,1004,16.00537848605578
Shields Ave & 31st St,casual,590,26.650451977401133
Shields Ave & 31st St,member,2447,10.392453344231031
Shields Ave & 43rd St,casual,81,32.61543209876543
Shields Ave & 43rd St,member,34,20.813235294117643
Shore Dr & 55th St,casual,6214,44.84362729320888
Shore Dr & 55th St,member,5967,19.025741578682755
Smith Park,casual,774,25.967958656330747
Smith Park,member,1210,16.019683195592286
South Chicago Ave & 83rd St,casual,83,23.270281124497988
South Chicago Ave & 83rd St,member,16,21.14270833333334
South Chicago Ave & Elliot Ave,casual,21,48.69206349206348
South Chicago Ave & Elliot Ave,member,4,24.65416666666667
South Shore Dr & 67th St,casual,766,55.796910356832036
South Shore Dr & 67th St,member,484,22.675447658402202
South Shore Dr & 71st St,casual,849,56.15963879073419
South Shore Dr & 71st St,member,750,31.262355555555555
South Shore Dr & 74th St,casual,320,50.97770833333334
South Shore Dr & 74th St,member,175,16.956285714285716
Southport Ave & Belmont Ave,casual,5017,18.13096471995216
Southport Ave & Belmont Ave,member,5128,12.563078523140925
Southport Ave & Clark St,casual,1357,20.371125030704988
Southport Ave & Clark St,member,2013,13.771824805431361
Southport Ave & Clybourn Ave,casual,4011,19.26477187733732
Southport Ave & Clybourn Ave,member,5489,13.436084289791705
Southport Ave & Irving Park Rd,casual,2730,20.371275946275944
Southport Ave & Irving Park Rd,member,4714,11.147864517041437
Southport Ave & Roscoe St,casual,8619,20.774846269868895
Southport Ave & Roscoe St,member,10358,12.902366930552875
Southport Ave & Waveland Ave,casual,7249,20.66955442129949
Southport Ave & Waveland Ave,member,10521,11.65811076260178
Southport Ave & Wellington Ave,casual,5354,18.07930207944216
Southport Ave & Wellington Ave,member,7378,11.97759329538267
Southport Ave & Wrightwood Ave,casual,6207,16.041823747381986
Southport Ave & Wrightwood Ave,member,6044,11.735059563203176
Spaulding Ave & 16th St,casual,41,27.396747967479687
Spaulding Ave & 16th St,member,8,33.975
Spaulding Ave & 63rd St,casual,10,29.57666666666667
Spaulding Ave & 63rd St,member,3,54.88333333333333
Spaulding Ave & Armitage Ave,casual,1879,30.295121518538224
Spaulding Ave & Armitage Ave,member,1465,17.7340614334471
Spaulding Ave & Division St,casual,850,30.067921568627447
Spaulding Ave & Division St,member,893,17.497611048898843
Springfield Ave & 47th St,casual,3,31.0111111111111
Springfield Ave & 47th St,member,3,13.716666666666667
St Louis Ave & 59th St,casual,4,16.4375
St Louis Ave & Norman Bobbins Ave,casual,9,20.687037037037047
St. Clair St & Erie St,casual,10200,34.120491830065355
St. Clair St & Erie St,member,18029,14.386587350010169
St. Louis Ave & Balmoral Ave,casual,379,34.693403693931394
St. Louis Ave & Balmoral Ave,member,379,19.568557607739667
St. Louis Ave & Fullerton Ave,casual,1293,31.12104923949472
St. Louis Ave & Fullerton Ave,member,1177,19.673265363919572
State St & 123rd St,casual,154,40.08939393939396
State St & 123rd St,member,5,8.460000000000006
State St & 19th St,casual,1493,36.69428443849073
State St & 19th St,member,1572,14.14393553859203
State St & 29th St,casual,349,42.22053486150907
State St & 29th St,member,374,15.650980392156862
State St & 33rd St,casual,1411,30.92819513347508
State St & 33rd St,member,7921,9.514118587720406
State St & 35th St,casual,988,29.2622975708502
State St & 35th St,member,2797,12.075300917649862
State St & 54th St,casual,140,32.38666666666667
State St & 54th St,member,55,20.586363636363632
State St & 76th St,casual,25,21.924666666666667
State St & 76th St,member,7,14.373809523809525
State St & 79th St,casual,209,22.643700159489637
State St & 79th St,member,62,12.424731182795696
State St & 95th St,casual,295,56.93073446327682
State St & 95th St,member,67,13.586567164179108
State St & Chicago Ave,casual,7,24.447619047619042
State St & Chicago Ave,member,12,10.293055555555549
State St & Harrison St,casual,4704,38.38194798752834
State St & Harrison St,member,4028,13.200413770274743
State St & Kinzie St,casual,9374,31.931685157527916
State St & Kinzie St,member,10519,13.645731533415724
State St & Pearson St,casual,5035,25.72107580271433
State St & Pearson St,member,6768,13.444547872340426
State St & Pershing Rd,casual,104,36.949358974358965
State St & Pershing Rd,member,171,17.17144249512671
State St & Randolph St,casual,9271,31.408742314744902
State St & Randolph St,member,9979,12.420756922871362
State St & Van Buren St,casual,3612,36.50736895533407
State St & Van Buren St,member,4732,13.060798816568047
Stave St & Armitage Ave,casual,1986,24.702383350117486
Stave St & Armitage Ave,member,2334,15.970729791488147
Stetson Ave & South Water St,casual,5683,37.12388996422077
Stetson Ave & South Water St,member,6662,12.109118883218253
Stewart Ave & 63rd St,casual,87,32.05344827586206
Stewart Ave & 63rd St,member,35,13.005714285714285
Stewart Ave & 83rd St,casual,136,36.764705882352935
Stewart Ave & 83rd St,member,13,19.525641025641026
Stockton Dr & Wrightwood Ave,casual,8464,27.361001496534342
Stockton Dr & Wrightwood Ave,member,9302,15.751908191786713
Stony Island Ave & 64th St,casual,357,46.11699346405229
Stony Island Ave & 64th St,member,106,15.007861635220129
Stony Island Ave & 67th St,casual,295,51.17706214689266
Stony Island Ave & 67th St,member,74,18.298873873873873
Stony Island Ave & 71st St,casual,297,57.475028058361396
Stony Island Ave & 71st St,member,42,15.705555555555557
Stony Island Ave & 75th St,casual,190,40.28315789473685
Stony Island Ave & 75th St,member,113,25.076696165191738
Stony Island Ave & 82nd St,casual,118,30.73050847457628
Stony Island Ave & 82nd St,member,78,14.710042735042734
Stony Island Ave & 90th St,casual,88,36.227840909090915
Stony Island Ave & 90th St,member,45,22.38444444444444
Stony Island Ave & South Chicago Ave,casual,123,22.599457994579943
Stony Island Ave & South Chicago Ave,member,30,17.87944444444443
Streeter Dr & Grand Ave,casual,63688,39.775396987396896
Streeter Dr & Grand Ave,member,15479,21.639855072463767
Summit Ave & 86th St,casual,70,34.94404761904764
Summit Ave & 86th St,member,10,16.625000000000014
Talman Ave & Addison St,casual,1002,29.37939121756487
Talman Ave & Addison St,member,1562,18.321756295347843
Theater on the Lake,casual,20379,34.1102024960335
Theater on the Lake,member,14960,20.95547571301248
Throop St & 52nd St,casual,64,44.538020833333334
Throop St & 52nd St,member,10,16.799999999999997
Throop St & Taylor St,casual,1501,22.150122140795027
Throop St & Taylor St,member,5461,10.204196423121529
Torrence Ave & 106th St,casual,47,41.55744680851066
Torrence Ave & 106th St,member,1,18.1666666666667
Torrence Ave & 126th Pl,casual,37,35.82612612612614
Torrence Ave & 126th Pl,member,2,15.674999999999999
Tripp Ave & 15th St,casual,13,26.162820512820513
Tripp Ave & 15th St,member,1,6.45
Tripp Ave & 31st St,casual,36,18.225462962962972
Tripp Ave & 31st St,member,3,17.16111111111109
Tripp Ave & 65th St,casual,17,35.04019607843134
Troy St & Elston Ave,casual,879,27.87053469852105
Troy St & Elston Ave,member,1103,20.56210335448776
Troy St & Grace St,casual,15,23.41777777777778
Troy St & Grace St,member,25,19.474666666666664
Troy St & North Ave,casual,1519,31.37129690585912
Troy St & North Ave,member,1172,19.06443401592719
Union Ave & Root St,casual,206,41.24425566343042
Union Ave & Root St,member,296,20.713175675675675
University Ave & 57th St,casual,3777,24.177398287882802
University Ave & 57th St,member,10911,8.800578926465645
University Library (NU),casual,1207,40.004073460370066
University Library (NU),member,1561,19.09699978646167
Valli Produce - Evanston Plaza,casual,528,28.930618686868687
Valli Produce - Evanston Plaza,member,468,14.61684472934473
Vernon Ave & 107th St,casual,81,26.736008230452665
Vernon Ave & 107th St,member,1,20.95
Vernon Ave & 75th St,casual,105,34.29507936507936
Vernon Ave & 75th St,member,17,27.524509803921582
Vernon Ave & 79th St,casual,139,46.18968824940046
Vernon Ave & 79th St,member,26,16.710897435897433
Vincennes Ave & 104th St,casual,58,49.0640804597701
Vincennes Ave & 104th St,member,28,36.49285714285715
Vincennes Ave & 75th St,casual,54,32.904629629629625
Vincennes Ave & 75th St,member,4,16.9375
Virginia Ave & Catalpa Ave,casual,4,17.80833333333332
Virginia Ave & Catalpa Ave,member,14,20.153571428571432
W 103rd St & S Avers Ave,casual,37,34.31576576576577
W 103rd St & S Avers Ave,member,6,18.03055555555556
W Armitage Ave & N Sheffield Ave,casual,316,12.971993670886075
W Armitage Ave & N Sheffield Ave,member,362,11.21233885819521
W Oakdale Ave & N Broadway,casual,770,17.224978354978358
W Oakdale Ave & N Broadway,member,628,12.988083864118895
W Washington Blvd & N Peoria St,casual,62,17.71586021505376
W Washington Blvd & N Peoria St,member,87,11.040613026819923
Wabash Ave & 16th St,casual,3100,28.217258064516127
Wabash Ave & 16th St,member,6112,13.387813590750437
Wabash Ave & 83rd St,casual,43,66.99418604651171
Wabash Ave & 83rd St,member,9,17.538888888888888
Wabash Ave & 87th St,casual,226,28.21386430678466
Wabash Ave & 87th St,member,36,17.079629629629633
Wabash Ave & 9th St,casual,7729,36.60338120498555
Wabash Ave & 9th St,member,9048,12.866723769525494
Wabash Ave & Adams St,casual,5227,39.939394809004526
Wabash Ave & Adams St,member,5287,13.354971313284157
Wabash Ave & Cermak Rd,casual,1903,34.30867052023122
Wabash Ave & Cermak Rd,member,1566,13.368060876968924
Wabash Ave & Grand Ave,casual,15196,34.01043805387383
Wabash Ave & Grand Ave,member,15646,13.825626358174613
Wabash Ave & Roosevelt Rd,casual,9263,36.78708121918745
Wabash Ave & Roosevelt Rd,member,12907,12.922552361767517
Wabash Ave & Wacker Pl,casual,9881,38.38943426778666
Wabash Ave & Wacker Pl,member,5875,13.710173049645391
Wacker Dr & Washington St,casual,2768,23.891829238921
Wacker Dr & Washington St,member,5673,10.451160467712556
Walden Pkwy & 100th St,casual,155,37.414623655914
Walden Pkwy & 100th St,member,22,29.960606060606054
Wallace St & 35th St,casual,619,28.1025309639203
Wallace St & 35th St,member,1914,11.00445837687217
Walsh Park,casual,3292,30.82426589712434
Walsh Park,member,4397,15.14333636570389
Warren Park East,casual,405,27.756049382716053
Warren Park East,member,462,16.009487734487735
Warren Park West,casual,690,33.559178743961354
Warren Park West,member,385,18.600692640692642
Washtenaw Ave & Lawrence Ave,casual,932,32.722514306151645
Washtenaw Ave & Lawrence Ave,member,1786,16.23000186636805
Washtenaw Ave & Madison St,casual,1,33.3333333333333
Washtenaw Ave & Madison St,member,1,14.4833333333333
Washtenaw Ave & Ogden Ave,casual,453,31.2005518763797
Washtenaw Ave & Ogden Ave,member,667,18.694802598700647
Washtenaw Ave & Peterson Ave,casual,3,18.4611111111111
Wells St & 19th St,casual,1487,33.32793095718449
Wells St & 19th St,member,1157,17.46516853932584
Wells St & Concord Ln,casual,18702,20.202279613588562
Wells St & Concord Ln,member,22474,12.130608703390585
Wells St & Elm St,casual,15685,17.90000212517267
Wells St & Elm St,member,19978,10.99472002536123
Wells St & Evergreen Ave,casual,12412,19.170668170587604
Wells St & Evergreen Ave,member,12804,12.009313495782568
Wells St & Hubbard St,casual,9017,21.863321134154006
Wells St & Hubbard St,member,14289,11.434402920661581
Wells St & Huron St,casual,11489,17.608020715466967
Wells St & Huron St,member,18008,9.95586683696135
Wells St & Polk St,casual,5364,24.318388018891373
Wells St & Polk St,member,7041,11.482395966482034
Wells St & Walton St,casual,3749,17.951653774339825
Wells St & Walton St,member,5585,10.755887794688153
Wentworth Ave & 104th St,casual,63,41.864285714285714
Wentworth Ave & 104th St,member,11,12.069696969696972
